city,district,cold_price,object_age,flat_area,room_count,distance_to_centre
Hamburg,Eppendorf,3650,115,182.35,3,0.677951437
Hamburg,Hohenfelde,1800,1,52,1,5.983591358
Hamburg,Hohenfelde,1290,70,50,2,3.576559553
Hamburg,Stellingen,2401,-1,125,5,0.055737114
Hamburg,Stellingen,2238,-1,97,4,0.055737114
Hamburg,Stellingen,600,116,28,1,0.285613333
Hamburg,Stellingen,650,28,40,2,0.285613333
Hamburg,Eppendorf,423,,25,1,0.820096657
Hamburg,Altona,1350,,90,3,11.39327612
Hamburg,Winterhude,2300,117,93,2,0.995941395
Hamburg,Uhlenhorst,1300,38,55,2,0.509782345
Hamburg,Eppendorf,1600,,132,5.5,6.266438332
Hamburg,Winterhude,4450,118,200,4,4.891486156
Hamburg,Winterhude,4450,118,200,4,6.029184973
Hamburg,Eppendorf,850,,52,2,1.474264995
Hamburg,Winterhude,1600,,50,2,1.017870331
Hamburg,Rothenburgsort,850,,46,2,0.985371154
Hamburg,Uhlenhorst,1559,,72,3.4,7.05795883
Hamburg,Eimsbüttel,805,,56,2,4.989933225
Hamburg,Finkenwerder,459.77,81,59.71,3,0.136157079
Hamburg,Winterhude,825,,55,1.5,8.311631465
Hamburg,Lokstedt,900,52,31,1,3.735394226
Hamburg,Uhlenhorst,1250,67,59.2,2,0.883288676
Hamburg,Uhlenhorst,1150,67,54.8,2,0.883288676
Hamburg,Nienstedten,2723,21,65,2,4.243911933
Hamburg,Ohlsdorf,500,,40,1,0.320062133
Hamburg,Lokstedt,428.83,16,44.71,2,6.034587752
Hamburg,Winterhude,1380,130,46,2,1.687272947
Hamburg,Eppendorf,1680,,95,3,3.984942668
Hamburg,Winterhude,1000,,70,3,2.429128062
Hamburg,Eimsbüttel,1460,,76,3,0.350480879
Hamburg,Hohenfelde,600,71,67,3,5.619503224
Hamburg,Wilhelmsburg,150,,30,1,6.486311911
Hamburg,Osdorf,1200,,33,1,0.469861111
Hamburg,Kleiner Grasbrook,768,,64,2,0.372313461
Hamburg,Winterhude,1900,,100,3.5,1.092363256
Hamburg,Winterhude,3568.27,105,223.04,6,0.636432633
Hamburg,Barmbek-Süd,2000,123,77,2,1.368327957
Hamburg,Hummelsbüttel,2135,,134,5,0.575616085
Hamburg,Lurup,1450,3,85,3,4.968254807
Hamburg,Barmbek-Süd,1194,,56,,7.30783731
Hamburg,Barmbek-Süd,794.89,,24.11,1,1.265159601
Hamburg,Barmbek-Süd,674.1,,22.47,1,1.265159601
Hamburg,Barmbek-Süd,3490,119,100,4,6.866551048
Hamburg,Wandsbek,459,,30,2,1.078220411
Hamburg,Winterhude,1725,95,63,2,1.116632656
Hamburg,Uhlenhorst,1450,9,67,2,3.349339776
Hamburg,Winterhude,727,,55,2,3.409595071
Hamburg,Barmbek-Süd,1462.58,73,76.46,3,1.013526163
Hamburg,Neustadt,720,,65,3,0.145525108
Hamburg,Borgfelde,1000,,70,2.5,0.180434848
Hamburg,Osdorf,1250,0,69,2,6.708155215
Hamburg,Hamm,1200,,70,3,0.888673044
Hamburg,Eppendorf,1650,3,89.13,3,1.74422873
Hamburg,Rothenburgsort,1062,0,59,2,0.556230937
Hamburg,Rothenburgsort,1275,0,75,3,0.556230937
Hamburg,Rothenburgsort,1419,0,86,4,0.556230937
Hamburg,Winterhude,700,,61,3,5.691566546
Hamburg,Hamm,950,0,61,1,0.558258875
Hamburg,Hamm,2010,69,97,3,4.113852642
Hamburg,Winterhude,682.4,29,62.32,1,0.777911789
Hamburg,Eilbek,1200,,77,3,3.885270713
Hamburg,Osdorf,2603,3,137.1,4,3.346839007
Hamburg,Winterhude,835,122,43,2,6.254895651
Hamburg,Groß Borstel,700,,45,1.5,5.396230523
Hamburg,Harburg,560,,75,2,0.711017738
Hamburg,Steinwerder,506,,85,4,1.65378266
Hamburg,Hamm,892,,68,3,0.880527201
Hamburg,Winterhude,850,,52,2,7.714173363
Hamburg,Winterhude,1400,97,57,2,1.941660813
Hamburg,Groß Borstel,788,93,59,3,6.413808769
Hamburg,Barmbek-Süd,900,,39.38,1,0.560442745
Hamburg,Hamm,1000,,59,3,0.591894761
Hamburg,Eimsbüttel,590,,49,2,8.425119599
Hamburg,Hamm,970,,70,3,0.513541121
Hamburg,Eimsbüttel,1010,,56,3,0.409383522
Hamburg,Eimsbüttel,1399,,94,3,6.258341147
Hamburg,Lokstedt,727,,55,2,0.482568215
Hamburg,Hummelsbüttel,670,,38,2,0.469330497
Hamburg,Eimsbüttel,557,,62,2,7.654603257
Hamburg,Niendorf,1400,,80,3,8.639684235
Hamburg,Eilbek,410,67,29.17,1,0.137418843
Hamburg,Horn,1300,,88,3,0.327930694
Hamburg,Steinwerder,420,,47,2,1.265316095
Hamburg,Winterhude,723.39,95,46.67,2,0.38162648
Hamburg,Lurup,2200,1,130,4,0.319008059
Hamburg,Lurup,1050,1,67,2,0.319008059
Hamburg,Wilhelmsburg,405,,52,2,2.923804633
Hamburg,Tatenberg,405,,52,2,0.520275588
Hamburg,Groß Flottbek,750,,65,3,0.848828713
Hamburg,Lurup,1720,8,100.63,3,4.966259863
Hamburg,Eilbek,470,68,50,1,0.101773149
Hamburg,Barmbek-Süd,770,,70,3,6.935147737
Hamburg,Groß Borstel,1182,28,85,2,0.886271982
Hamburg,Barmbek-Süd,537,67,55.22,2,0.331343177
Hamburg,Nienstedten,2490,47,140,4,7.252558319
Hamburg,Hamm,1242,66,69,3,0.723422426
Hamburg,Bramfeld,633,,53,2,1.213979062
Hamburg,Barmbek-Süd,1120,,70,2,0.275456226
Hamburg,Farmsen-Berne,595,,53,2.5,0.235083001
Hamburg,Winterhude,707,,58,3,1.087422655
Hamburg / Eidelstedt,Eidelstedt,2000,55,65,3,4.380571787
Hamburg,Hamm,1476,5,90,2,0.959304416
Hamburg,Eidelstedt,1783,3,94.64,2,5.722689972
Hamburg,Osdorf,888.3,,59.22,2,1.501957574
Hamburg,Eilbek,1350,0,50,2,0.756802634
Hamburg,Hamm,850,17,56.42,2,0.622045713
Hamburg,Eilbek,408.3,55,18.45,1,2.08183256
Hamburg,Hamm,356,,45,2,7.6195721
Hamburg,Alsterdorf,3200,23,155,4.5,2.287834563
Hamburg,St. Georg,550,,60,2,0.31610333
Hamburg,Iserbrook,995,,65,2,2.411664386
Hamburg,Hamm,769.6,68,60.33,2,1.320296553
Hamburg,Niendorf,1120,51,82.08,2.5,1.310593276
Hamburg,Winterhude,1260,0,64.25,2,1.217069323
Hamburg,Winterhude,1890,0,95.65,3,1.217069323
Hamburg,Winterhude,2180,0,117.2,4,1.217069323
Hamburg,Winterhude,3020,0,160.96,5,1.217069323
Hamburg,Eimsbüttel,740,,71,3,6.194060614
Hamburg,Barmbek-Süd,1450,,115,4,0.231251578
Hamburg,Barmbek-Nord,511,,62,2,0.165461197
Hamburg,Borgfelde,700,,47,2,0.32726821
Hamburg,Eidelstedt,1170,9,72.17,2.5,1.433119723
Hamburg,Hamm,550,71,47.12,2,1.143617024
Hamburg,Iserbrook,1350,2,115,4.5,4.717925403
Hamburg,Alsterdorf,3950,0,209,6.5,4.624237741
Hamburg,Alsterdorf,3200,2,128.36,3,0.335953194
Hamburg,Alsterdorf,2200,1,88.23,3,0.335953194
Hamburg,Alsterdorf,2300,1,93.22,3,0.335953194
Hamburg / Barmbek,Barmbek-Nord,1300,67,65,1,5.399087226
Hamburg,Blankenese,967,87,60,2,2.403810814
Hamburg,Altstadt,720,,52,2,0.361079965
Hamburg,Alsterdorf,675,,50,2,0.436360343
Hamburg,Hausbruch,1155,,72.2,3,5.722047696
Hamburg,Barmbek-Nord,1800,65,53.44,3,0.83088048
Hamburg,Alsterdorf,8950,98,404,11,2.203306382
Hamburg,Bramfeld,784,,58,2,1.39216145
Hamburg,Bramfeld,363,,46,2,1.48750189
Hamburg,Barmbek-Nord,1999,1,89,2,4.859971659
Hamburg,Ohlsdorf,600,,47,2,0.70067566
Hamburg,Barmbek-Nord,2009,,89,2,4.343863082
Hamburg,Marienthal,600,,50,2,1.601576792
Hamburg,Barmbek-Nord,2029,,89,2,3.452200298
Hamburg,Barmbek-Nord,2039,,89,2,6.675963036
Hamburg,Barmbek-Nord,715,,69,2.5,4.864494458
Hamburg,Horn,948.26,63,78.89,4,1.032600308
Hamburg,Horn,417.84,73,40.1,1,1.001652334
Hamburg,Wandsbek,920,75,52.4,2,0.626896818
Hamburg,Eidelstedt,994,14,76.4,3,5.540453737
Hamburg,Iserbrook,2400,23,145,5,4.113821041
Hamburg,Barmbek-Nord,770,85,77,3,0.415960164
Hamburg,Neugraben-Fischbek,930,42,63,2,7.52409098
Hamburg,Barmbek-Nord,1109,,36.5,1,3.765331963
Hamburg,Heimfeld,678.48,85,56.54,2.5,1.272503195
Hamburg,Heimfeld,2534,3,181,5,0.780632341
Hamburg,Heimfeld,900,58,60,3,1.441662643
Hamburg,Wandsbek,1170,68,71,3,0.314866351
Hamburg,Eilbek,586,,51,2,0.076493582
Hamburg,Heimfeld,1284,8,103,4,1.092310256
Hamburg,Wandsbek,1200,51,76.77,3,0.2965783
Hamburg,Heimfeld,1274,8,98,3,1.116204306
Hamburg,Langenhorn,800,,60,2.5,0.168630329
Hamburg,Marienthal,709,67,62,2.5,5.987045743
Hamburg,Blankenese,3950,,226,4.5,5.929463623
Hamburg,Blankenese,1100,59,32,1,0.73779528
Hamburg,Billwerder,457,,59,2,2.882127559
Hamburg,Barmbek-Nord,980,,56,2,0.617959208
Hamburg,Heimfeld,724.5,,28,1,7.491058454
Hamburg,Alsterdorf,680,,100,4,8.424996891
Hamburg,Alsterdorf,826,122,43,2,3.471966427
Hamburg,Eppendorf,700,,44,2,1.3508186
Hamburg,Blankenese,2150,0,107,3,4.658276728
Hamburg,Horn,1220,,65,3,1.00354998
Schenefeld,Schenefeld,900,25,70,3.5,54.79447507
Seevetal,Seevetal,1136,,100,4,8.764900598
Ellerbek,Ellerbek,1800,86,130,4,1.951347857
Hamburg,Wandsbek,3720,,240,6,7.126499156
Hamburg,Niendorf,371,43,9,1,4.041870396
Hamburg-Wandsbek,Wandsbek,822,0,44.22,2,5.796914164
Hamburg,Ohlsdorf,646,73,42.55,1,3.476431127
Hamburg,Wandsbek,1026,,57,2,0.234407895
Hamburg,Horn,665.06,70,50.46,2,0.511175377
Hamburg,Wandsbek,998,45,50,2,3.805653993
Schenefeld,Schenefeld,919.34,28,85.03,4,54.62625352
Hamburg,Heimfeld,1370.64,,114.22,2,1.512869062
Hamburg,Dulsberg,995,58,66.53,3,0.720873312
Hamburg,Harburg,921,4,63.09,2,0.523205516
Hamburg,Horn,730,,55,2,3.290117575
Hamburg,Harburg,218.48,68,26.01,1,1.488219605
Hamburg / Blankenese,Blankenese,2770,115,133,5,6.462474494
Hamburg-Schnelsen,Schnelsen,945,60,70,2.5,3.292071841
Hamburg,Harburg,1191,4,72.17,3,0.863263062
Hamburg,Horn,1108,0,55.42,2,6.846878189
Hamburg,Niendorf,1080,51,56,2,4.264838204
Hamburg,Eidelstedt,640,,62,3,1.870829297
Hamburg-Schnelsen,Schnelsen,1485,1,98.71,4,0.309828818
Hamburg,Eißendorf,1000,49,45,1,1.150669713
Hamburg,Eißendorf,800,49,65,2.5,1.150669713
Pinneberg,Quellental,845,39,80,3,1.964023214
Hamburg,Cranz,759,57,72,2.5,1.236394061
Schenefeld,Schenefeld,1500,19,115,4,54.35934615
Jork,Jork,950,5,73.2,3,8.631050243
Hamburg,Harburg,678.94,63,72.7,3,1.098747207
Hamburg,Wandsbek,1112.84,,82.24,3,0.764065413
Hamburg,Schnelsen,1050,29,84.45,3,1.27817458
Hamburg,Schnelsen,785,29,62.49,2,1.27817458
Ellerbek,Ellerbek,1170,3,86.5,3,2.762655429
Hamburg,Harburg,430,,48,2,6.952507694
Hamburg-Fuhlsbüttel,Fuhlsbüttel,1380,9,80,3,2.157065745
Hamburg,Blankenese,2700,45,158,5,1.371686816
Hamburg / Fischbek,Neugraben-Fischbek,465,51,37,1,3.625096095
Hamburg,Neugraben-Fischbek,1035,4,61.4,2,1.221490557
Hamburg,Neugraben-Fischbek,755,51,74,3,3.268027752
Hamburg,Eißendorf,1257.5,10,88.37,3,0.619484627
Hamburg,Wandsbek,1160,4,56.5,2,6.928712962
Hamburg,Blankenese,1450,,88,4,4.663367549
Hamburg,Eißendorf,928,50,84,3,0.515098339
Hamburg,Hoheluft-Ost,800,,63,3,0.380465325
Hamburg,Fuhlsbüttel,495,111,38.1,2,0.627649052
Hamburg,Fuhlsbüttel,990,1,45,2,7.218812051
Hamburg,Wandsbek,1580,116,79,4,1.181034692
Hamburg,Harburg,600,118,51,2,4.484236648
Hamburg,Harburg,865,4,72.05,2,0.374986918
Rellingen,Rellingen,533,53,40.1,1.5,1.470602049
Hamburg,Schnelsen,350,,28,1,0.532461176
Hamburg,Eißendorf,633.33,,70.37,3,0.213867063
Hamburg,Wandsbek,534,105,40,2,1.498334423
Hamburg,Niendorf,680,,30,1,2.884793696
Hamburg,Sülldorf,1275,3,86,3,5.195771448
Hamburg,Schnelsen,1264,49,79,3,5.52749456
Hamburg,Harburg,687.75,69,45.85,2,0.277492057
Hamburg,Neuenfelde,750,94,105,3,1.169500618
Hamburg,Harburg,675,0,45,2.5,0.275326866
Hamburg,Harburg,500.2,,61.45,2.5,1.047372271
Hamburg,Bramfeld,619.74,62,65.93,3,0.893725538
Hamburg,Harburg,410,120,41,2,0.510168366
Hamburg,Eißendorf,1290,23,100,3,6.88081421
Hamburg,Fuhlsbüttel,1790,21,172,4,6.580329804
Hamburg,Eißendorf,2000,0,90,3,4.21161158
Hamburg,Neugraben-Fischbek,798.14,45,57.01,2,0.499988808
Hamburg,Neugraben-Fischbek,1034.32,45,73.88,3,0.499988808
Schenefeld,Schenefeld,825,41,75,2,55.22222724
Hamburg,Tonndorf,1879,0,99,4,1.217275248
Hamburg,Eißendorf,400,56,27,1,0.835357504
Hamburg,Neugraben-Fischbek,990,,58,2,5.166336056
Hamburg,Billstedt,452,69,38.02,2,1.353332932
Cranz,Cranz,630,54,69.73,3,13.40675473
Rosengarten,Ehestorf,1301.55,38,50,2,4.591887892
Hamburg,Tonndorf,710,5,45.77,2,0.893756693
Hamburg,Neugraben-Fischbek,1395.07,1,121.31,4,2.750575131
Halstenbek,Halstenbek,1430,8,95.88,3,0.541267798
Hamburg,Billstedt,373.6,20,49.63,2,0.983627664
Hamburg,Eißendorf,916,29,78,2,1.263147102
Hamburg,Tonndorf,620,33,41,1,0.60749145
Halstenbek,Halstenbek,1441.5,5,93.01,3,2.202976184
Hamburg,Bramfeld,1050,,60,2,0.266473628
Hamburg,Bramfeld,330,,27,1,6.240271323
Hamburg,Jenfeld,1300,61,63,2.5,1.06669066
Hamburg,Billstedt,323.66,42,42.42,1,0.830359698
Hamburg,Hummelsbüttel,1270,49,90.38,3,0.209307314
Hamburg,Billbrook,850,,50,2,0.595094416
Halstenbek,Halstenbek,660,58,57,2,0.739349188
Hamburg,Marmstorf,847,13,62.4,2,0.376361446
Hamburg,Wilstorf,605,116,56,3,0.818181824
Hamburg,Ohlsdorf,1000,,86,3,0.204866299
Hamburg,Bramfeld,218.09,51,37.72,1,0.540462389
Hamburg,Marmstorf,800,49,40,1,0.288746387
Hamburg,Billstedt,1560,0,96.85,3,0.532783774
Hamburg,Billstedt,1235,0,76.48,2,0.532783774
Hamburg,Billstedt,1585,0,99.17,3,0.532783774
Hamburg,Billstedt,1535,0,96.43,3,0.532783774
Hamburg,Hummelsbüttel,1931,2,106.15,4,0.313874477
Hamburg,Jenfeld,534,,34,2,0.902734362
Hamburg,Rissen,1070,,54.9,2,5.675162425
Hamburg,Rissen,1500,,79.57,3,2.669938203
Hamburg,Rissen,850,,41.37,2,5.852077339
Hamburg,Rissen,650,,30.96,1,3.666534746
Hamburg,Rissen,1500,,79.43,3,6.141244747
Hamburg,Rissen,1700,,94.84,3.5,2.84878577
Hamburg,Rissen,1010,,51.67,2,5.330206427
Hamburg,Rissen,800,,39.89,2,3.614821135
Hamburg,Rissen,830,,41.66,2,5.995211953
Hamburg,Billstedt,790,24,77,3,6.826561445
Hamburg,Tonndorf,800,51,79,2.5,7.071820966
Hamburg,Wilstorf,420,52,36.63,2,0.87037031
Hamburg,Wilstorf,710,53,71.21,3,0.891384014
Hamburg,Langenhorn,640,69,43.44,2,4.866377429
Halstenbek,Halstenbek,1290,24,100,3,0.955454667
Pinneberg,Quellental,1283,58,94,3.5,1.248118954
Halstenbek,Halstenbek,1020,58,68,2,0.76823453
Hamburg,Langenhorn,907,,59,2.5,5.173033379
Hamburg,Hummelsbüttel,1350,52,58,2,0.711576146
Hamburg,Neugraben-Fischbek,1210,1,85.98,3,2.227669681
Hamburg,Wilstorf,333,61,30.85,1,0.96041347
Hamburg,Jenfeld,1290,53,75,3,0.804680373
Hamburg,Neugraben-Fischbek,1030,5,73.55,3,2.802950696
Hamburg,Neugraben-Fischbek,1230,3,98,4,2.336563268
Hamburg,Hummelsbüttel,2400,2,134,4,1.110899798
Hamburg,Marmstorf,1020,47,68,2,0.648571319
Hamburg,Wellingsbüttel,1295,29,97,3,1.856886125
Hamburg,Marmstorf,750,47,64.95,2,0.532438657
Hamburg,Farmsen-Berne,498,60,59.59,2,0.370868535
Hamburg / Hummelsbüttel,Hummelsbüttel,1720,2,99.92,3.5,0.28542069
Hamburg,Tonndorf,750,50,75,3,0.68213675
Hamburg,Farmsen-Berne,515,29,49,2,0.846212594
Hamburg,Billstedt,1795,,128,4,2.276907882
Hamburg,Farmsen-Berne,651,29,62,2,0.856134056
Hamburg,Farmsen-Berne,795,29,67.2,2,1.635640376
Hamburg,Langenbek,558.21,30,45.42,2,0.483391548
Hamburg,Farmsen-Berne,695,8,48,1,1.698469756
Hamburg,Langenhorn,374,80,40.6,2,0.650553299
Hamburg,Bramfeld,1950,64,120,4,4.429681302
Hamburg,Jenfeld,1236,3,72.26,3,0.357418982
Hamburg,Jenfeld,1080,0,60.18,2,4.8159862
Seevetal,Bullenhausen,855,,85.5,3,1.027058554
Hamburg,Jenfeld,1240,3,72.26,2,0.51122106
Quickborn,Quickborn,1008,1,63.17,2,110.2196604
Tangstedt,Tangstedt,1184,1,74.36,3,1.034144703
Hamburg,Schnelsen,1108,1,65.1,2,0.091851696
Rellingen,Egenbüttel,1376,1,86.33,3,0.867326071
Hamburg,Jenfeld,1155,4,96,3,0.44553335
Hamburg / Tonndorf,Tonndorf,1250,42,100.96,4,5.413199523
Hamburg,Poppenbüttel,1150,25,90,3,1.661980005
Hamburg,Wellingsbüttel,1320,95,96,2,1.436655949
Hamburg,Wellingsbüttel,1984.5,4,133.84,3.5,4.863583684
Neu Wulmstorf,Neu Wulmstorf,755,6,67.12,2,3.724116203
Hamburg,Langenhorn,730,62,52,2,1.340501976
Hamburg,Bramfeld,2000,,128,3,1.838939802
Hamburg,Tonndorf,453.53,64,64.79,2.5,4.285402704
Hamburg,Wellingsbüttel,1240,27,80.4,2,1.159179018
Hamburg / Rissen,Rissen,790,39,65.1,2,3.339035767
Hamburg,Volksdorf,450,,56,2,0.938414624
Hamburg,Rissen,1100,58,85,2,0.542528738
Hamburg,Rissen,850,58,85,2,0.542528738
Neu Wulmstorf,Neu Wulmstorf,1480,3,105,3,1.34858158
Hamburg,Ochsenwerder,1025,4,75,3,2.167935606
Hamburg,Rahlstedt,777,26,70.64,2,1.838139763
Pinneberg,Thesdorf,660,48,98,4,0.489834122
Pinneberg,Thesdorf,480,,37,1,0.433192706
Hamburg,Wellingsbüttel,1235,88,90,3,6.321575065
Hamburg,Wellingsbüttel,1600,4,118.74,4,3.493623865
Hamburg,Sinstorf,1800,8,73,2.5,4.789694822
Hamburg,Farmsen-Berne,307.97,52,36.75,1.5,0.788577439
Hamburg,Rahlstedt,989,8,76.7,3,1.625161491
Hamburg,Rahlstedt,1400,0,100,3,6.027007904
Rellingen,Egenbüttel,1500,37,86,3,1.947557363
Norderstedt,Norderstedt,1504,1,94.23,3,4.001495802
Jork,Königreich,500,5,50,2,2.860401172
Borstel-Hohenraden,Borstel-Hohenraden,1260,50,76,3,1.163110778
Hamburg,Wellingsbüttel,950,26,75.84,3,0.596289231
Oststeinbek,Oststeinbek,745,34,73.96,2,1.285259697
Hamburg,Langenhorn,850,120,52,2,0.782318834
Hamburg,Rahlstedt,350,,35,1.5,7.80858647
Hamburg,Rahlstedt,569.9,62,61,2,5.459294283
Hamburg,Rahlstedt,1595,0,77.21,3,1.022158875
Hamburg Langenhorn,Langenhorn,2079.48,,125,3,2.518599889
Neu Wulmstorf,Neu Wulmstorf,1400,,118,3,1.4709292
Neu Wulmstorf,Neu Wulmstorf,650,3,48.11,2,1.530977213
Neu Wulmstorf,Neu Wulmstorf,896,3,76.05,2,1.530977213
Seevetal,Meckelfeld,540,55,44,1,0.865700624
Pinneberg,Thesdorf,1164,30,97,2,0.892576996
Pinneberg,Thesdorf,790,30,70.5,2,0.892576996
Pinneberg,Thesdorf,778.4,30,69.5,2,0.892576996
Pinneberg,Thesdorf,425.6,30,38,1,0.892576996
Oststeinbek,Oststeinbek,715,44,62,2,3.651115266
Jork,Moorende,570,,49,2,3.973845235
Borstel-Hohenraden,Borstel-Hohenraden,1430,61,87,3,0.782852413
Tangstedt,Tangstedt,638,109,45,2,0.972176348
Barsbüttel,Barsbüttel,1500,51,114,3,7.240892916
Wedel,Elbhochufer,678,67,46.75,2,0.407567655
Holm,Holm,1050,6,100,3,1083.895293
Hamburg,Rahlstedt,1300,3,74,3,7.25700193
Rosengarten,Tötensen,1150,51,97,3,4.404072485
Norderstedt,Garstedt,490,14,30,1,1.19372268
Seevetal,Meckelfeld,680,53,68.96,2,0.471810491
Pinneberg,Quellental,785,,72,2,0.825358079
Hamburg,Rahlstedt,828,51,72,2,2.630014436
Pinneberg,Quellental,1295,1,79.89,2,0.679992886
Pinneberg,Quellental,1295,,79.74,3,0.679992886
Pinneberg,Quellental,1285,,79.98,3,0.679992886
Pinneberg,Quellental,1290,,84.59,3,0.679992886
Hamburg,Sasel,1700,2,100,3,4.959917067
Wedel,Elbhochufer,649,66,54.32,3,0.262894644
Norderstedt,Harksheide,935,30,70,2,2.581885804
Norderstedt,Garstedt,650,64,53.42,2.5,0.498772228
Hamburg,Sasel,622,,70,2.5,6.725684494
Hamburg,Rissen,1300,65,66,2.5,2.290220136
Hamburg,Rahlstedt,1590,10,135,3,0.18223919
Norderstedt,Harksheide,640,,66,2,1.420391942
Hamburg,Rahlstedt,1150,10,91,2,0.199461462
Hamburg,Sülldorf,895,40,76,3,3.12851149
Norderstedt,Harksheide,530,,36,1,2.446197206
Hamburg Rahlstedt,Rahlstedt,650,55,33,1,5.359045157
Königreich,Königreich,476.65,31,51,2,3.862729793
Hamburg,Sasel,2495,0,149,6,3.515402827
Hamburg,Rahlstedt,344.18,,45.89,1.5,1.171233865
Hamburg,Rahlstedt,840,26,65,2,5.096615719
Norderstedt,Harksheide,635,50,56,2,2.40984291
Hamburg,Rahlstedt,930,29,80.5,3,1.10321807
Wedel,Schulau West,740,25,72,2,1.025184084
Hamburg,Poppenbüttel,925,50,52,2,5.986281241
Pinneberg,Pinneberg-Nord,975,1,72.71,2,0.812900729
Wedel,Schulau West,735,8,46.67,2,0.192661116
Wedel,Schulau West,1417,8,93.33,3.5,0.145448826
Hamburg,Rahlstedt,1555,-1,112.36,3,1.932342746
Wedel,Marienhof,2008,4,197.22,4,0.306953054
Hasloh,Hasloh,1000,6,73.73,3,0.654610746
Seevetal,Fleestedt,785,5,60,2,0.524152637
Hetlingen,Hetlingen,1621.8,0,102,4,0.982158912
Hamburg,Rahlstedt,542.38,56,56,2,2.311379458
Norderstedt,Glashütte,480,41,38,1,5.360575639
Ladekop,Ladekop,1300,30,103,3,0.181925105
Norderstedt,Garstedt,665,33,59,2,1.846040555
Seevetal - Emmelndorf,Fleestedt,1290,,90,2,3.05364774
Wedel,Marienhof,1215,3,87.22,3,0.495299807
Hamburg,Rahlstedt,619.64,18,61.29,2,1.92128166
Hamburg,Rahlstedt,1450,51,94,4,2.605989326
Hamburg,Sasel,1286,11,119,4,0.308216509
Norderstedt,Glashütte,900,49,72,3,1.676650644
Hamburg,Lohbrügge,895,37,26,1,4.689722691
Hamburg,Rahlstedt,1593,45,118,3,2.007925126
Norderstedt,Glashütte,990,53,78.51,3,0.956946765
Norderstedt,Glashütte,970,53,74.64,3,0.956946765
Hamburg,Rahlstedt,1200,8,79.89,2,2.011283888
Hamburg,Rahlstedt,1100,,74,3,5.053340221
Pinneberg,Pinneberg-Nord,1190,1,90.68,3,0.241739362
Pinneberg,Pinneberg-Nord,1220,1,90.26,3,0.241739362
Pinneberg,Pinneberg-Nord,1195,1,86.85,2,0.250101954
Pinneberg,Pinneberg-Nord,1305,1,106.47,3,0.250101954
Hamburg,Sasel,1625,-1,81.25,3,3.039582741
Haseldorf,Haseldorf,1600,,98,3.5,3.525186444
Hamburg,Bergedorf,335,,40,1,5.698246124
Appen,Etz,952,113,68,3,0.719310369
Hamburg,Allermöhe,701,29,68.9,2,3.716234478
Seevetal,Hittfeld,900,39,76.97,3,1.349600813
Seevetal,Hittfeld,630,39,45.74,1.5,1.335353748
Wedel,Lülanden,1230,29,102.5,3,0.366613394
Neu Wulmstorf / Elstorf,Elstorf,695,33,84.94,3,0.198972053
Hamburg Bergedorf,Lohbrügge,927,4,62,2,4.76297371
Hamburg,Lohbrügge,698.89,5,74.35,3,1.696314918
Hamburg,Lohbrügge,1250,4,82.94,3,5.270797932
Hamburg,Lohbrügge,1099,3,80.78,2,1.893493115
Hamburg,Lemsahl-Mellingstedt,2864,2,167,3,2.34434289
Hamburg,Lemsahl-Mellingstedt,2400,2,150,3.5,3.959911274
Jork,Jork,950,7,88,2,2.702478362
Buxtehude,Buxtehude,1100,19,103,3,1.492442146
Hamburg,Lohbrügge,900,48,67,3,1.687518451
Buxtehude,Buxtehude,1917.2,12,191.72,3,5.808852788
Glinde,Glinde,578,28,49.13,2,30.68162188
Rosengarten,Iddensen,550,,48,1,0.374635678
Hamburg,Volksdorf,1665,2,105.35,4,0.983320023
Glinde,Glinde,594,53,52.5,2,29.74513614
Buxtehude,Buxtehude,791.92,30,70.77,2.5,1.378671523
Buxtehude,Buxtehude,978.93,30,80.77,3,1.378671523
Norderstedt,Harksheide,1401,,96,4,4.66023845
Buxtehude,Buxtehude,625,223,50,2,3.668198188
Hamburg,Lohbrügge,590,123,57,3,6.495347174
Norderstedt,Harksheide,820,23,68.95,2,3.595807728
Buxtehude,Buxtehude,844.8,,106,3,5.493221348
Barsbüttel,Barsbüttel,1080,44,85,2.5,3.34613102
Buxtehude,Buxtehude,640,49,72.7,2.5,0.960605887
Buxtehude,Buxtehude,760,49,85.4,2.5,0.960605887
Hittfeld,Hittfeld,1010,43,101,3,4.947805515
Hittfeld,Hittfeld,760,,76,2,4.888455544
Hittfeld,Hittfeld,1500,43,150,3,6.807213546
Hamburg,Lohbrügge,693,123,65,2,2.355711406
Buxtehude,Buxtehude,800,51,83.27,3,1.19472595
Buxtehude,Buxtehude,750,28,84,3,6.21606871
Seevetal,Hittfeld,1490,,102.64,3,2.473797377
Hamburg,Bergedorf,1378,0,94.58,3,0.671251315
Hamburg,Bergedorf,1258,0,86.53,2,0.671251315
21031 Hamburg,Lohbrügge,790,33,28,1,7.233717484
Seevetal,Hittfeld,1200,,68,2,6.723798861
Hamburg,Lohbrügge,1215,2,64,3,6.113481394
Hamburg,Volksdorf,2390,,175,4,1.237917425
Hamburg,Lohbrügge,570,28,36.72,1,2.574161511
Hamburg,Bergstedt,780,,55,2.5,6.052406557
Reinbek,Schönningstedt,1026,30,101.4,3,0.815945136
Buxtehude,Buxtehude,763.18,11,69.38,2,4.838545953
