city,district,latitude,longitude,geohash,cold_price,currency,object_age,flat_area,room_count,distance_to_centre
Mölln,,53.645776,10.751124,u1x9htutr37n,1082,EUR,,120.3,4.5,5.977174621
Hamburg / Altona-Altstadt,Altona-Altstadt,53.489656,9.915097,u1x0397zyd84,5750,EUR,11,160,4,7.604741808
Hamburg,Lokstedt,53.591759,9.966841,u1x0fu1ds5zq,900,EUR,,65,3,1.178942642
Hamburg Altona-Nord,Altona-Altstadt,53.524203,9.899706,u1x03rb9pfeg,2980,EUR,23,155,4,
Hamburg,Wilhelmsburg,53.520001,10.010169,u1x07z10tg71,820,EUR,,48,2,3.216281267
Hamburg,Lokstedt,53.590629,9.947403,u1x0f7gkp336,600,EUR,,45,2.5,1.4904823
Hamburg,Ottensen,53.586102,9.901564,u1x0c741ejmj,1058,EUR,,65,3,3.655519431
Hamburg,St. Pauli,53.524922,9.912544,u1x03xfj708s,650,EUR,,80,3,4.472928158
Hamburg,Ottensen,53.57845,9.91426,u1x0c9em54bp,960,EUR,,65,3,2.625988529
Hamburg,Eimsbüttel,53.579919,9.954155,u1x0f9bmssgf,689,EUR,,40,1,0.822307851
Hamburg,St. Pauli,53.525343,9.90051,u1x03rcrdx57,720,EUR,,31,1,5.026631405
Hamburg,Ottensen,53.569024,9.901552,u1x09rfn4vu7,1790,EUR,,106,3,1.965809305
Hamburg,Ottensen,53.600665,9.870574,u1x0btew901m,650,EUR,,65,2.5,6.023187551
Hamburg,Wilhelmsburg,53.496981,9.975189,u1x06fzdwb01,900,EUR,,65,3,1.485479752
Hamburg,Altona-Altstadt,53.512365,9.983464,u1x07jtspef7,1700,EUR,,96,4.5,4.852068038
Hamburg,Altona-Nord,53.561329,9.939519,u1x0dnt9re6s,1129.22,EUR,4,62.25,2,0.343593389
Hamburg,Ottensen,53.594537,9.964005,u1x0fsxdf1ud,5500,EUR,19,151,3,5.270138362
Hamburg,Waltershof,53.523644,9.907555,u1x03rwmyf2k,400,EUR,,32,1,0.49664947
Hamburg,Groß Borstel,53.607804,9.987038,u1x0gr024fgq,750,EUR,,55,2,0.088746976
Hamburg,Altona-Nord,53.562634,9.947975,u1x0dqgbuwev,2307.85,EUR,,137.14,5.5,0.255033325
Hamburg,Bahrenfeld,53.549717,9.971027,u1x0dukttyb8,1200,EUR,,76,3,4.828550153
Hamburg,Wilhelmsburg,53.509621,10.018375,u1x07vphjh3f,1350,EUR,,63,2,2.420890596
Hamburg,Sternschanze,53.557835,9.966198,u1x0dvcjj0pf,2148,EUR,8,78,2,0.477844695
Hamburg,Ottensen,53.501211,9.941493,u1x065x5jsd6,840,EUR,,62,2,6.157358611
Hamburg,Ottensen,53.509729,9.950137,u1x06mjkybry,1500,EUR,10,79,2,5.424844748
Hamburg,Wilhelmsburg,53.516047,9.947333,u1x06q73tdjp,820,EUR,,52,2.5,4.174786621
Hamburg,Waltershof,53.517318,9.891939,u1x03ne0fzhk,1100,EUR,,55,2.5,1.282241212
Hamburg,Altona-Nord,53.521796,9.89765,u1x03pr5pcyv,470,EUR,,45,2,5.391341871
Hamburg,Sternschanze,53.535933,9.907625,u1x093yt2mhx,1350,EUR,,76,3,4.666128352
Hamburg,Sternschanze,53.550207,10.016615,u1x0eutbs417,1000,EUR,,75,3.5,3.750058925
Hamburg,Altona-Nord,53.597983,10.001698,u1x0gt5nbknw,680,EUR,,48,2,5.540425126
Hamburg,Stellingen,53.58422,9.934375,u1x0f49yxwwf,960,EUR,,68,3,1.450727794
Hamburg,Othmarschen,53.51775,9.947647,u1x06qeekzxj,1000,EUR,,75,2,5.729240451
Hamburg,Altona-Nord,53.51478,9.899372,u1x03q0d0n4c,600,EUR,,50,2.5,5.98773577
Hamburg,Neustadt,53.583369,9.952202,u1x0f6wcxpgw,1450,EUR,,91,3,4.124205756
Hamburg,Eimsbüttel,53.565857,9.956752,u1x0dx679pkr,1135,EUR,1,53.2,2,0.793554962
Hamburg,Winterhude,53.598675,10.005802,u1x0gtq4bj4w,1080,EUR,,75,3,0.28540485
Hamburg,Bahrenfeld,53.565872,9.931754,u1x0dp25fdk8,1602.5,EUR,0,64,3,1.764449733
Hamburg,Bahrenfeld,53.50867,9.959892,u1x06suwd71c,1400,EUR,0,57.3,2,7.614870966
Hamburg,Bahrenfeld,53.565872,9.931754,u1x0dp25fdk8,1780.8,EUR,0,74.2,3,1.764449733
Hamburg,Bahrenfeld,53.565872,9.931754,u1x0dp25fdk8,1090.8,EUR,0,40,2,1.764449733
Hamburg,Bahrenfeld,53.565872,9.931754,u1x0dp25fdk8,885.6,EUR,0,33,1,1.764449733
Hamburg,Bahrenfeld,53.565258,9.928794,u1x09zmbjxv6,1083.51,EUR,110,57.31,2,1.590318064
Hamburg,Ottensen,53.614553,9.892684,u1x1105xkjpf,1259,EUR,2,51.55,2,6.852889708
Hamburg,Eimsbüttel,53.566845,9.956182,u1x0dx9c7zek,1016,EUR,1,55,2,0.69118238
Hamburg,Bahrenfeld,53.57509,9.945066,u1x0f31c8bds,1499,EUR,2,62.75,2,2.69160327
Hamburg,Stellingen,53.578493,9.936004,u1x0f1ejmej8,800,EUR,,50,2,2.093976687
Hamburg,Bahrenfeld,53.568567,9.931384,u1x09zzgd08t,906,EUR,,67,3,1.70467706
Hamburg,Neustadt,53.535861,9.970083,u1x0dcguzzbd,950,EUR,,64,3,1.6676831
Hamburg,Neustadt,53.548241,9.98101,u1x0eh5vn7s7,950,EUR,,46,2,0.223706491
Hamburg,Eimsbüttel,53.555215,9.99616,u1x0emqvxrtj,870,EUR,,47,2,3.18557969
Hamburg,Neustadt,53.533573,10.03797,u1x0s3mrttkc,554,EUR,87,47.04,2.5,4.29490486
Hamburg,Eimsbüttel,53.574891,9.947859,u1x0f35b3gt3,800,EUR,,50,2,0.720325787
Hamburg,Wilhelmsburg,53.508584,9.96183,u1x06svyp7nb,712,EUR,,64,3,2.907663673
Hamburg,Neustadt,53.551937,9.981466,u1x0ehu69h87,642.06,EUR,45,78.78,3,0.278904365
Hamburg,Eimsbüttel,53.609965,9.949648,u1x0frmhetg3,650,EUR,,65,2,4.156361455
Hamburg,Veddel,53.530524,10.030228,u1x0s0zvckbj,1350,EUR,,125,5,0.844496881
Hamburg,Eidelstedt,53.603217,9.911811,u1x0cw1t3gvu,1775,EUR,,109,3,0.346064159
Hamburg,Altona-Nord,53.570221,9.947972,u1x0f25vhscx,540,EUR,70,39.05,2,1.004085826
Hamburg,Eimsbüttel,53.536087,9.979806,u1x0e1gn63fw,1795,EUR,121,95,3,4.337673999
Hamburg,Lokstedt,53.595709,9.951254,u1x0fky39h2c,500,EUR,,45,2,0.889074297
Hamburg,Othmarschen,53.528634,9.893043,u1x090efusee,735,EUR,5,25.51,1,2.958612808
Hamburg / Bahrenfeld,Bahrenfeld,53.564999,9.91412,u1x09x5nxxx9,1310,EUR,66,76.03,2,1.05279423
Hamburg,Othmarschen,53.578014,9.93148,u1x0ccxfs38n,1928.63,EUR,103,104.25,3,3.848456142
Hamburg,Neustadt,53.514534,10.031147,u1x0kq02y8jm,2355,EUR,0,109.06,2.5,5.225321137
Hamburg,Neustadt,53.529388,9.957998,u1x0d8epq1jm,2395,EUR,0,85.92,3,2.66969892
Hamburg,Neustadt,53.528142,10.011582,u1x0ebd0nbbs,1460,EUR,0,54.23,2,3.234951248
Hamburg,Neustadt,53.58651,9.932984,u1x0f50up33x,2090,EUR,0,72.56,2,5.083500456
Hamburg,Neustadt,53.529263,9.935438,u1x0d0dy83ze,1950,EUR,0,68.85,2,3.682447967
Hamburg,Hamburg-Altstadt,53.599333,10.019535,u1x0uj2n8pfg,3980,EUR,9,174.78,3,5.789143749
Hamburg,Neustadt,53.582766,9.952365,u1x0f6rn4zt1,5200,EUR,3,244,6,4.059089584
Hamburg,Rotherbaum,53.580628,9.923956,u1x0cf43ubvz,1965,EUR,140,101,4,4.405804959
Hamburg,Rotherbaum,53.566837,9.975205,u1x0dzx9rn5v,740,EUR,64,26,1,0.826045244
Hamburg,Stellingen,53.596967,9.932464,u1x0fj08gnvc,650,EUR,,57,3,0.26836232
Hamburg,Hamburg-Altstadt,53.527734,10.042257,u1x0s82t9scd,3252.89,EUR,0,141.43,3,3.518488291
Hamburg,Othmarschen,53.585444,9.926922,u1x0cfutf4c8,1309,EUR,10,80.85,3,4.250351123
Hamburg,Eimsbüttel,53.520461,9.898272,u1x03ppeq3n9,1045,EUR,65,63.36,2.5,7.053819281
Hamburg,Eimsbüttel,53.571621,9.967891,u1x0fb6mk9yn,872,EUR,2,29.39,1,0.652498785
Hamburg,Stellingen,53.596749,9.933222,u1x0fhcpsy5j,571,EUR,,50,3,0.317566937
Hamburg,Eimsbüttel,53.571835,9.970372,u1x0fbknw9b5,2375,EUR,95,125.1,4,0.809025495
Hamburg,Rotherbaum,53.521957,10.007145,u1x07xqgzruj,1182,EUR,,60,2,5.326643462
Hamburg,Bahrenfeld,53.532906,9.88276,u1x08ck7ubzy,635,EUR,,73,3,4.294597449
Hamburg,Groß Borstel,53.613789,9.989993,u1x15246zwws,816,EUR,,52,2,0.611129854
Hamburg,HafenCity,53.524921,10.041936,u1x0kxbm606n,3500,EUR,13,95.26,2,3.644876262
Hamburg,HafenCity,53.5396,9.993006,u1x0e6sdvbv6,2190,EUR,13,80,2,0.413060825
Hamburg,Hamburg-Altstadt,53.559597,10.012649,u1x0ey4zr8s0,1600,EUR,,106,3,1.440716882
"Hamburg, HafenCity",HafenCity,53.557201,10.040773,u1x0smz3qcyu,2080.1,EUR,0,67.58,2,3.025918195
"Hamburg, HafenCity",HafenCity,53.591592,9.936362,u1x0fh53whbd,1869.76,EUR,0,58.43,2,7.281614417
Hamburg,Kleiner Grasbrook,53.532437,10.007164,u1x0e9qcpcd3,1300,EUR,,80,2.5,0.760666342
Hamburg,Eimsbüttel,53.592439,9.916413,u1x0cshyt4tr,650,EUR,,67,3,3.511922161
Hamburg,HafenCity,53.502901,9.964442,u1x06ezuurdk,3890,EUR,,94,2,4.909279928
Hamburg,HafenCity,53.573378,10.030458,u1x0u0xzw97x,1900,EUR,0,57,2,4.08725183
Hamburg,Othmarschen,53.524597,9.842371,u1wbrzygru59,2500,EUR,58,142,3,4.528942705
Hamburg,Eimsbüttel,53.534038,9.92501,u1x09ce4m7zz,460,EUR,,42,2,4.85112879
Hamburg,HafenCity,53.542732,9.996012,u1x0e7nv5bwv,2145,EUR,4,74.8,2.5,0.023262022
Hamburg,HafenCity,53.542732,9.996012,u1x0e7nv5bwv,1750,EUR,4,58.7,2,0.023262022
Hamburg,HafenCity,53.542496,9.99619,u1x0e7p58het,1300,EUR,4,44.7,1,0.051945868
Hamburg,HafenCity,53.542496,9.99619,u1x0e7p58het,1275,EUR,4,43.3,1,0.051945868
Hamburg,HafenCity,53.542496,9.99619,u1x0e7p58het,2435,EUR,4,114.4,3,0.051945868
Hamburg,Altona,53.544665,9.95931,u1x0des0k9pb,739,EUR,,61,2,12.86444437
Hamburg,HafenCity,53.542927,9.996559,u1x0e7pq0tn8,2005,EUR,4,78.1,3,0.047890628
Hamburg,HafenCity,53.542927,9.996559,u1x0e7pq0tn8,2040,EUR,4,75.6,3,0.047890628
Hamburg,HafenCity,53.542927,9.996559,u1x0e7pq0tn8,2105,EUR,4,75.6,3,0.047890628
"Hamburg, Hafencity",HafenCity,53.486966,10.031733,u1x0k30bhm4k,1874.84,EUR,13,74.5,2,6.189249038
Hamburg,Othmarschen,53.572999,9.943041,u1x0f28m3due,2500,EUR,123,110,3,4.154283695
Hamburg,Othmarschen,53.595901,9.928808,u1x0cuvfvbpf,8500,EUR,123,250,6,5.284873035
Hamburg,Othmarschen,53.51912,9.924666,u1x03yfgmrp6,2900,EUR,123,95,3,4.678561684
Hamburg,Eimsbüttel,53.610681,9.998525,u1x0gx88ye28,1553,EUR,0,62.11,2,4.967469197
Hamburg,Winterhude,53.595717,9.996121,u1x0gkycwtb1,960,EUR,,65,2,0.514314431
Hamburg,HafenCity,53.541588,9.997584,u1x0edbn2e6v,4652,EUR,-1,116.29,4,0.18724002
Hamburg,HafenCity,53.541588,9.997584,u1x0edbn2e6v,7541,EUR,-1,181.69,5,0.18724002
Hamburg,Rotherbaum,53.621635,9.928748,u1x11ctbst70,892,EUR,,40,1,7.073142901
Hamburg,Rotherbaum,53.583743,10.00961,u1x0gf8gbvdj,1585,EUR,,62,2,2.247724957
Hamburg,Rotherbaum,53.583542,9.934936,u1x0f4d6ub1n,1995,EUR,,90,3,3.85291734
Hamburg,Eimsbüttel,53.592115,9.956018,u1x0fs1u8n34,1500,EUR,,74,3.5,2.137612404
Hamburg,Schnelsen,53.624281,9.90518,u1x116h8p6t8,860,EUR,,66,2,1.714136203
Hamburg,Eimsbüttel,53.546164,9.977987,u1x0e5c9pbqq,2100,EUR,2,70,3,3.249658482
Hamburg,Harvestehude,53.57328,9.979085,u1x0g0dwcx1p,609.5,EUR,68,75.34,3,0.255587885
Hamburg,HafenCity,53.541199,9.99967,u1x0edcs14yk,3100,EUR,8,130.36,3,0.317074319
Hamburg,Eimsbüttel,53.580372,9.953088,u1x0f6p87c22,563,EUR,123,35,1,0.894477853
Hamburg,Kleiner Grasbrook,53.530809,10.002323,u1x0e8grx409,919,EUR,,53,2.5,0.395894189
Hamburg,Steinwerder,53.531963,9.962961,u1x0d9ny3c4j,1992,EUR,,105,5,0.823836878
Hamburg,Rotherbaum,53.545622,10.033348,u1x0s7djcgqs,3927.3,EUR,11,159,3,3.951843899
Hamburg,Eimsbüttel,53.609177,9.993755,u1x0grm0p6gv,500,EUR,,56,2,4.661129279
Hamburg,Fuhlsbüttel,53.625569,9.990752,u1x1565p96se,650,EUR,,49,2,2.27876395
Hamburg,Rotherbaum,53.568947,9.987982,u1x0ercj8z7p,3525,EUR,134,205.89,6.5,0.0702325
Hamburg,Eimsbüttel,53.600834,9.924069,u1x0cvdrrxdj,1445,EUR,,52,2,3.836101963
Hamburg,Groß Flottbek,53.561092,9.892596,u1x09n7xfpnn,2690,EUR,99,169,6.5,1.014173325
Hamburg,Stellingen,53.602585,9.907728,u1x0cqn9dy16,1300,EUR,,50,2,1.509801267
Hamburg,Othmarschen,53.580342,9.836607,u1wbzf4b1e9v,4300,EUR,121,216,5,4.399599305
Hamburg,HafenCity,53.540543,10.000562,u1x0edf0mbxe,3598,EUR,-1,89.95,3,0.408663144
Hamburg,Eimsbüttel,53.62881,9.950421,u1x146vdmwg8,1400,EUR,,84,3,6.23427583
Hamburg,Wilhelmsburg,53.52085,9.985276,u1x07ppj9c96,684,EUR,,61,2.5,3.256875844
Hamburg,Harvestehude,53.549287,10.036203,u1x0skk5hqx7,1700,EUR,127,71,2,4.692062923
Hamburg,Bahrenfeld,53.568718,9.898269,u1x09pzsqku3,750,EUR,25,100,2.5,0.48453361
Hamburg,Eimsbüttel,53.582077,9.939355,u1x0f4md5z07,1644.92,EUR,8,76,3,1.60958915
Hamburg,HafenCity,53.54073,10.002313,u1x0edg3qg3n,2508,EUR,-1,65.14,2,0.492084372
Hamburg,HafenCity,53.54073,10.002313,u1x0edg3qg3n,1408,EUR,-1,45.39,1,0.492084372
Hamburg,HafenCity,53.54073,10.002313,u1x0edg3qg3n,5938,EUR,-1,136.5,3,0.492084372
Hamburg,Hoheluft-West,53.578281,9.973825,u1x0fcwsngqz,2500,EUR,,95,4,0.455153475
Hamburg,Hoheluft-West,53.580864,9.964516,u1x0fdpgnhcx,1295,EUR,0,63.2,1.5,0.252163322
Hamburg,Harvestehude,53.603307,9.999102,u1x0gw1jguwv,444,EUR,,25,1,3.33520901
Hamburg,Harvestehude,53.6309,10.041171,u1x1h7py8hrg,2950,EUR,42,124,2.5,7.355001776
Hamburg,Harvestehude,53.602339,10.036241,u1x0uqh0m25w,4670,EUR,133,215,8,4.745029679
Hamburg,Stellingen,53.583221,9.935265,u1x0f4d8ukqe,2248,EUR,-1,125,5,1.573806443
Hamburg,Wilhelmsburg,53.518013,9.980582,u1x07neth2tq,659,EUR,,55,2,3.041199246
Hamburg,Steinwerder,53.537204,9.98566,u1x0e4pkfdpv,760,EUR,,50,2,1.611174735
Hamburg,Hoheluft-West,53.620804,10.00658,u1x159qef4qf,700,EUR,,50,2,5.118765033
Hamburg,Hoheluft-West,53.6196,9.989583,u1x1534hy1uu,950,EUR,,73,3,4.541378543
Hamburg,Stellingen,53.584587,9.938597,u1x0f4v0f550,1954.16,EUR,30,106.8,4,1.513065594
Hamburg,Wilhelmsburg,53.518349,9.984521,u1x07nwwbpq7,608,EUR,,55.54,2,2.998859162
Hamburg,Wilhelmsburg,53.518192,9.984432,u1x07nwqn4h4,923,EUR,,63,3,2.983528086
Hamburg,Lokstedt,53.530234,9.89529,u1x090vs0yz5,1700,EUR,,92,3.5,9.025536897
Hamburg,Rotherbaum,53.511743,10.053556,u1x0kv8b2zfs,1490,EUR,,58.1,2,7.667494897
Hamburg,Wilhelmsburg,53.516533,9.982632,u1x07nmhkhvf,440,EUR,73,41,2,2.841246751
Hamburg,Harvestehude,53.593185,10.015116,u1x0gukfcjgc,3156,EUR,112,166,5.5,3.022516084
Hamburg,Hoheluft-West,53.584023,9.968421,u1x0ffdv91c7,800,EUR,120,64.19,3,0.363522205
Hamburg,Hoheluft-West,53.555565,9.980405,u1x0ej7xb2cm,1100,EUR,,95,4,2.912175811
Hamburg,Othmarschen,53.511707,9.891218,u1x03jd8614t,3500,EUR,15,171,5,4.826027579
Hamburg,HafenCity,53.495761,10.053956,u1x0kf956hsu,3150,EUR,0,120.8,4,6.500302405
Hamburg,Bahrenfeld,53.570785,9.889365,u1x0c030qyj5,1200,EUR,,55,2,1.087738251
Hamburg,Hammerbrook,53.54847,10.01306,u1x0eu5q3nq9,1127,EUR,118,90.4,3,0.9105959
Hamburg,St. Georg,53.584918,10.057088,u1x0ufg6g0sq,4000,EUR,,160,3.5,4.187258921
Hamburg,St. Georg,53.548714,10.013338,u1x0eu5rzevc,1742,EUR,,104,,0.939897807
Hamburg,Hoheluft-Ost,53.533754,9.913251,u1x099d8erp9,1200,EUR,,67,2.5,6.875266466
Hamburg - St. Georg,St. Georg,53.573545,10.051252,u1x0u8z0e0ss,2400,EUR,123,123.25,4,2.920712135
Hamburg,Hoheluft-Ost,53.624552,10.00343,u1x15dh38v40,815,EUR,,60,2,4.936461872
Hamburg,Hoheluft-Ost,53.584446,9.975773,u1x0g4b0h2er,695,EUR,62,26,1,0.118317006
Hamburg,Hoheluft-Ost,53.584446,9.975773,u1x0g4b0h2er,1350,EUR,62,63,2,0.118317006
Hamburg,Lokstedt,53.529756,9.941448,u1x0d0z1ktbb,695,EUR,,90,1,8.088323518
Hamburg,Schnelsen,53.629822,9.925187,u1x11g523e7v,555,EUR,,40,2,0.941126572
Hamburg,Lokstedt,53.600992,9.960706,u1x0ftv0mm0e,1070,EUR,,60,2,0.07535748
Hamburg,Wilhelmsburg,53.519105,9.983661,u1x07nvgkhm0,900,EUR,,56,2,3.094924272
Hamburg / Harvestehude,Harvestehude,53.615643,9.965377,u1x14b2tf078,1100,EUR,124,35,6,4.849590629
Hamburg,Stellingen,53.62765,9.90015,u1x11695dnwb,1200,EUR,0,57,2,3.906416876
Hamburg - Harvestehude,Harvestehude,53.619025,10.021657,u1x1h1193w9n,3430,EUR,120,196.65,7,5.247928211
Hamburg - Harvestehude,Harvestehude,53.551866,10.039774,u1x0skydpxq5,3430,EUR,120,196.65,7,4.052523914
Hamburg,Lokstedt,53.543741,9.918066,u1x09eq4gsy0,1600,EUR,43,75,3,7.01516839
Hamburg - Harvestehude,Harvestehude,53.53418,10.008397,u1x0e9xghw3w,2864,EUR,120,137.82,5,4.670814486
Hamburg - Harvestehude,Harvestehude,53.635522,10.035321,u1x1hk53xcvx,2864,EUR,120,137.82,5,7.286823398
Hamburg,Hoheluft-Ost,53.585545,9.977821,u1x0g4cwkjdd,1800,EUR,,93,3,0.290827423
Hamburg,Harvestehude,53.632625,9.939252,u1x145t89mgm,2350,EUR,120,156.74,4,6.915755426
Hamburg,Harvestehude,53.529085,10.047086,u1x0s8sjd0dm,2350,EUR,120,156.74,4,6.778145477
Hamburg,Harvestehude,53.537096,9.99672,u1x0e6pkhqn9,2000,EUR,117,63,3,4.396429209
Hamburg,Stellingen,53.589279,9.919919,u1x0cexknvet,1445,EUR,1,80.86,3,1.004564673
Hamburg / Sankt Georg,St. Georg,53.580899,9.99435,u1x0g6jem5x2,2300,EUR,6,111,2,
Hamburg,Eppendorf,53.587467,9.977736,u1x0g539d5gh,1975,EUR,95,133.25,4.5,0.685375667
Hamburg,Stellingen,53.59211,9.93392,u1x0fh1stj7s,440,EUR,7,18,1,0.633676563
Hamburg,Finkenwerder,53.516799,9.846904,u1x02n6mcqru,1250,EUR,58,91,2,1.744206519
Hamburg,Stellingen,53.592899,9.93397,u1x0fh39q22z,1847,EUR,-1,96,3,0.566208363
Hamburg,Stellingen,53.592899,9.93397,u1x0fh39q22z,1710,EUR,-1,95,3,0.566208363
Hamburg,Uhlenhorst,53.569931,10.011889,u1x0gb47myvt,5069.4,EUR,10,159.28,4.5,0.184197126
Hamburg,Lokstedt,53.593391,9.949916,u1x0fkmk1u5n,850,EUR,22,56,2,1.144352578
Hamburg,Hammerbrook,53.549843,10.022478,u1x0sh6nkwm2,1195,EUR,1,51.68,2,0.431310326
Hamburg,Wilhelmsburg,53.514805,10.001065,u1x07w4d3dww,654,EUR,,59.59,2,2.523772203
Hamburg,Wilhelmsburg,53.514595,10.001703,u1x07w510ed3,610,EUR,,50,2,2.506372229
Hamburg,Othmarschen,53.561779,9.868587,u1x08wd5fxrc,2510,EUR,5,132.22,3,1.47589815
Hamburg,Altona-Nord,53.557771,9.938581,u1x0djvh9sph,885,EUR,,73,2.5,0.572048775
Hamburg - Winterhude,Winterhude,53.568186,9.973116,u1x0dzy1q3wk,3180,EUR,123,129,3,4.183617716
Hamburg - Winterhude,Winterhude,53.640673,9.985855,u1x15hzrx61n,3180,EUR,123,129,3,6.583370421
Hamburg,Uhlenhorst,53.568394,10.016584,u1x0ezvfe26m,3500,EUR,69,140.36,3,0.429599756
Hamburg,Uhlenhorst,53.572536,10.012914,u1x0gbe4tu9c,640,EUR,68,22,1,0.114766552
Hamburg,Stellingen,53.638826,9.895245,u1x11htkzcvk,1940,EUR,54,89,3,5.162023166
Hamburg,Stellingen,53.548619,9.90045,u1x09k1r34nd,780,EUR,,66,2.5,5.664233573
Hamburg,Winterhude,53.555748,10.055457,u1x0svd0v5h0,4000,EUR,69,156,5,5.660436662
Hamburg,Uhlenhorst,53.566441,10.019138,u1x0ezrxnu6g,1484.22,EUR,133,70,2,0.704499789
Hamburg / Lokstedt,Lokstedt,53.534674,9.944214,u1x0d39nhfx3,1800,EUR,40,93,3.5,6.141065614
Hamburg,Uhlenhorst,53.514566,10.067224,u1x0mn48zq4k,1440,EUR,42,72,2,7.283782491
Hamburg,Wilhelmsburg,53.505657,9.986378,u1x07hrv53rh,1350,EUR,123,115.55,4.5,1.622346644
Hamburg,Hohenfelde,53.510985,9.983623,u1x07jmu568g,1190,EUR,,23,1,6.180099704
Hamburg,Stellingen,53.595409,9.927959,u1x0cutrfhqg,385,EUR,67,33.84,1,0.155008517
Hamburg,Veddel,53.548574,9.978603,u1x0eh4pn39w,420,EUR,,56,2,3.793131887
Hamburg,HafenCity,53.540224,10.010061,u1x0ef9n7m4k,774,EUR,,62,2.5,0.986427024
Hamburg,Bahrenfeld,53.572121,9.87199,u1x0b8s84p1m,1650,EUR,-1,73.7,3,2.243958027
Hamburg,Bramfeld,53.593295,10.061113,u1x0uuq78fm9,1000,EUR,,59,2.5,2.868664494
Hamburg,Horn,53.547092,10.07422,u1x0t5zy6m6v,1382,EUR,,93,4,1.242391305
Hamburg,Winterhude,53.620305,9.949693,u1x143m0utkf,3984,EUR,,200,6,4.452872761
Hamburg,Alsterdorf,53.605414,9.997803,u1x0gw84jtqn,900,EUR,,55,2,0.69730922
Hamburg,Barmbek-Nord,53.60166,10.044752,u1x0utfk79tu,400,EUR,,24,1,0.378662148
Hamburg,Eppendorf,53.587601,9.99601,u1x0g7qf7uv7,3650,EUR,115,182.35,3,0.677951437
Hamburg,Hohenfelde,53.615041,10.035269,u1x1h276q8nc,1800,EUR,1,52,1,5.983591358
Hamburg,Hohenfelde,53.539932,9.981618,u1x0e4sksw9y,1290,EUR,70,50,2,3.576559553
Hamburg,Stellingen,53.597122,9.927797,u1x0cvj1y7ty,2401,EUR,-1,125,5,0.055737114
Hamburg,Stellingen,53.597122,9.927797,u1x0cvj1y7ty,2238,EUR,-1,97,4,0.055737114
Hamburg,Stellingen,53.597675,9.932465,u1x0fj0t54y9,600,EUR,116,28,1,0.285613333
Hamburg,Stellingen,53.597675,9.932465,u1x0fj0t54y9,650,EUR,28,40,2,0.285613333
Hamburg,Eppendorf,53.594494,9.976551,u1x0gh8dw3z9,423,EUR,,25,1,0.820096657
Hamburg,Altona,53.543325,9.934152,u1x0d53b6x0w,1350,EUR,,90,3,11.39327612
Hamburg,Winterhude,53.588188,9.997769,u1x0ge2jufkb,2300,EUR,117,93,2,0.995941395
Hamburg,Uhlenhorst,53.573071,10.019995,u1x0u08mfb3b,1300,EUR,38,55,2,0.509782345
Hamburg,Eppendorf,53.644122,9.958221,u1x14te7em5u,1600,EUR,,132,5.5,6.266438332
Hamburg,Winterhude,53.639873,10.015062,u1x15uudzv53,4450,EUR,118,200,4,4.891486156
Hamburg,Winterhude,53.644588,10.045709,u1x1hten3up8,4450,EUR,118,200,4,6.029184973
Hamburg,Eppendorf,53.58313,10.005565,u1x0gdtb6e6h,850,EUR,,52,2,1.474264995
Hamburg,Winterhude,53.587418,10.000773,u1x0ge636fsz,1600,EUR,,50,2,1.017870331
Hamburg,Rothenburgsort,53.535635,10.050825,u1x0s9yg9jwq,850,EUR,,46,2,0.985371154
Hamburg,Uhlenhorst,53.520308,10.075873,u1x0mr142ue2,1559,EUR,,72,3.4,7.05795883
Hamburg,Eimsbüttel,53.617698,9.952858,u1x142z3wrkf,805,EUR,,56,2,4.989933225
Hamburg,Finkenwerder,53.532028,9.85925,u1x0835q9jm9,459.77,EUR,81,59.71,3,0.136157079
Hamburg,Winterhude,53.52802,10.0547,u1x0sb3x76ps,825,EUR,,55,1.5,8.311631465
Hamburg,Lokstedt,53.615001,10.012253,u1x15b6dn2sf,900,EUR,52,31,1,3.735394226
Hamburg,Uhlenhorst,53.579105,10.016652,u1x0gcvbuvj4,1250,EUR,67,59.2,2,0.883288676
Hamburg,Uhlenhorst,53.579105,10.016652,u1x0gcvbuvj4,1150,EUR,67,54.8,2,0.883288676
Hamburg,Nienstedten,53.520047,9.878376,u1x02z10yggh,2723,EUR,21,65,2,4.243911933
Hamburg,Ohlsdorf,53.618688,10.037152,u1x1h2uz6xfu,500,EUR,,40,1,0.320062133
Hamburg,Lokstedt,53.645973,10.013063,u1x15vgq3q0v,428.83,EUR,16,44.71,2,6.034587752
Hamburg,Winterhude,53.58234,10.013487,u1x0gf7eg0jh,1380,EUR,130,46,2,1.687272947
Hamburg,Eppendorf,53.624918,10.003063,u1x15dh5b30r,1680,EUR,,95,3,3.984942668
Hamburg,Winterhude,53.60458,9.969703,u1x0fy7tqcvr,1000,EUR,,70,3,2.429128062
Hamburg,Eimsbüttel,53.569803,9.958824,u1x0f85f9rj6,1460,EUR,,76,3,0.350480879
Hamburg,Hohenfelde,53.519248,10.066856,u1x0mnfknwzv,600,EUR,71,67,3,5.619503224
Hamburg,Wilhelmsburg,53.546707,10.031567,u1x0s7bu0mwt,150,EUR,,30,1,6.486311911
Hamburg,Osdorf,53.569622,9.860264,u1x0b2h18v3d,1200,EUR,,33,1,0.469861111
